AÑO_EVAL;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;MRUN;CLAVE;DOC_GENERO;NIVEL;SUBSECT;AE_PJE;EP_PJE;IRT_PJE;PF_PJE;PF_ESC;INSTR_PJE;CCE_ESC
2018;8558;8;ESCUELA BÃSICA HUMBERTO VALENZUELA GARCÃA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;6042854;BC1053416721;2;3;RC;4;3;3;1,65;I;2,29;C
2018;8558;8;ESCUELA BÃSICA HUMBERTO VALENZUELA GARCÃA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;5984939;FE1960788921;2;2;G;4;3;3;2,44;B;2,76;C
2018;8558;8;ESCUELA BÃSICA HUMBERTO VALENZUELA GARCÃA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;4285891;FG1324787911;1;2;G;4;2;1;2,31;B;2,29;B
2018;8558;8;ESCUELA BÃSICA HUMBERTO VALENZUELA GARCÃA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;9159551;FG1680447313;1;3;ET;4;2;2;1,73;I;2,04;B
2018;8558;8;ESCUELA BÃSICA HUMBERTO VALENZUELA GARCÃA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;12641896;ML1331317011;1;2;G;4;3;2;2,11;B;2,47;B
2018;8558;8;ESCUELA BÃSICA HUMBERTO VALENZUELA GARCÃA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;1966792;OQ1929351721;2;3;CS;4;3;2;2,45;B;2,67;C
2018;8558;8;ESCUELA BÃSICA HUMBERTO VALENZUELA GARCÃA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;22796743;QR1502739221;2;3;EF;3;2;1;1,7;I;1,82;I
2018;8558;8;ESCUELA BÃSICA HUMBERTO VALENZUELA GARCÃA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;5006519;RQ1440431411;1;3;EF;4;1;1;1,25;I;1,45;I
2018;8558;8;ESCUELA BÃSICA HUMBERTO VALENZUELA GARCÃA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;10620290;SS9404707611;1;3;AV;4;2;2;1,88;I;2,13;B
2018;8561;8;ESCUELA REPUBLICA DE ALEMANIA;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;10216232;AC1006936821;2;3;AV;3;3;2;1,88;I;2,23;B
2018;8561;8;ESCUELA REPUBLICA DE ALEMANIA;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;640661;BB1023925721;2;2;G;4;3;3;2,05;B;2,53;C
2018;8561;8;ESCUELA REPUBLICA DE ALEMANIA;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;22682183;JJ1470869621;2;2;G;4;3;3;2,65;C;2,89;C
2018;8562;6;CIUDAD SANTIAGO DE CHILE;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;512521;EE1902968521;2;1;P;4;3;2;2,03;B;2,42;B
2018;8562;6;CIUDAD SANTIAGO DE CHILE;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;23179244;JI1673994511;1;3;L;4;3;3;2,6;C;2,86;C
2018;8562;6;CIUDAD SANTIAGO DE CHILE;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;3970105;JK1835071721;2;5;TEL;4;3;3;2,38;B;2,73;C
2018;8562;6;CIUDAD SANTIAGO DE CHILE;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;21419856;SU8238987121;2;5;DEA;4;3;3;2,18;B;2,61;C
2018;8563;4;ESCUELA BASICA REPUBLICA DE MEXICO;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;14834854;BA1086141921;2;3;M;4;3;3;2,45;B;2,77;C
2018;8563;4;ESCUELA BASICA REPUBLICA DE MEXICO;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;21059225;BB1067982821;2;3;L;4;3;3;2,03;B;2,52;C
2018;8563;4;ESCUELA BASICA REPUBLICA DE MEXICO;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;21192367;CB1004862115;2;5;DEA;3;2;3;2,33;B;2,4;B
2018;8563;4;ESCUELA BASICA REPUBLICA DE MEXICO;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;13375279;ED1509237021;2;5;DEA;4;4;3;2,05;B;2,73;C
2018;8563;4;ESCUELA BASICA REPUBLICA DE MEXICO;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;11674541;HI1373076421;2;5;DEA;4;2;3;2,18;B;2,41;B
2018;8563;4;ESCUELA BASICA REPUBLICA DE MEXICO;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;7865956;JK1775673621;2;2;G;4;3;3;2,48;B;2,79;C
2018;8564;2;ESCUELA BASICA REINO DE NORUEGA;13;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;2;1;0;12137424;JK1290748511;1;3;L;4;3;3;2,76;C;2,96;C
2018;8564;2;ESCUELA BASICA REINO DE NORUEGA;13;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;2;1;0;12108725;RQ1878408621;2;1;P;4;3;3;2,08;B;2,55;C
2018;8569;3;ESCUELA BASICA REPUBLICA DEL ECUADOR;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;19913345;AA1040554421;2;2;G;4;3;4;2,29;B;2,77;C
2018;8569;3;ESCUELA BASICA REPUBLICA DEL ECUADOR;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;18184285;AB1053015321;2;5;DEA;4;3;3;1,9;I;2,44;B
2018;8569;3;ESCUELA BASICA REPUBLICA DEL ECUADOR;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;8613290;BC1002958821;2;1;P;4;3;3;1,9;I;2,44;B
2018;8569;3;ESCUELA BASICA REPUBLICA DEL ECUADOR;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;16060558;BC1029210021;2;2;G;4;4;4;1,98;I;2,79;C
2018;8569;3;ESCUELA BASICA REPUBLICA DEL ECUADOR;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;23061381;BC1067565321;2;3;I;4;4;3;2,05;B;2,73;C
2018;8569;3;ESCUELA BASICA REPUBLICA DEL ECUADOR;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;15098309;CB1080307021;2;2;G;4;3;3;2,13;B;2,58;C
2018;8569;3;ESCUELA BASICA REPUBLICA DEL ECUADOR;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;10176450;JK1657440721;2;3;EF;4;3;4;2,05;B;2,63;C
2018;8569;3;ESCUELA BASICA REPUBLICA DEL ECUADOR;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;9378927;QR1300049621;2;3;I;4;3;2;2,3;B;2,58;C
2018;8569;3;ESCUELA BASICA REPUBLICA DEL ECUADOR;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;24162766;RR1056095511;1;3;EF;4;3;4;2,18;B;2,71;C
2018;8572;3;ESCUELA BASICA CAMILO MORI;13;131;13108;INDEPENDENCIA;137;SANTIAGO NORTE;2;1;0;20424869;CB1100579121;2;3;L;4;3;3;2,14;B;2,58;C
2018;8572;3;ESCUELA BASICA CAMILO MORI;13;131;13108;INDEPENDENCIA;137;SANTIAGO NORTE;2;1;0;1884381;EC1825528521;2;3;CN;4;3;3;2,43;B;2,76;C
2018;8576;6;ESCUELA BASICA REYES CATOLICOS;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;8008507;AA1031950311;1;3;ET;4;3;3;1,75;I;2,35;B
2018;8576;6;ESCUELA BASICA REYES CATOLICOS;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;17395272;AC1029827021;2;2;G;4;3;2;2,54;C;2,72;C
2018;8576;6;ESCUELA BASICA REYES CATOLICOS;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;5904115;BB1024608821;2;2;G;3;3;3;2,3;B;2,58;C
2018;8576;6;ESCUELA BASICA REYES CATOLICOS;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;8977350;LM1820726221;2;1;P;4;4;3;2,1;B;2,76;C
2018;8576;6;ESCUELA BASICA REYES CATOLICOS;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;24646684;NN1331845011;1;3;CS;3;2;3;2,5;B;2,5;C
2018;8579;0;ESCUELA BASICA UNION LATINOAMERICANA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;7380492;BB1039200421;2;1;P;4;3;3;2,08;B;2,55;C
2018;8579;0;ESCUELA BASICA UNION LATINOAMERICANA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;17192969;DC1604586821;2;2;G;4;3;3;2,48;B;2,79;C
2018;8579;0;ESCUELA BASICA UNION LATINOAMERICANA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;9753188;DD1140150213;1;3;AM;3;3;3;1,9;I;2,34;B
2018;8579;0;ESCUELA BASICA UNION LATINOAMERICANA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;14675485;FF1519447921;2;5;TEL;4;4;3;2,27;B;2,86;C
2018;8579;0;ESCUELA BASICA UNION LATINOAMERICANA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;9341378;GF1131796621;2;5;DEA;4;3;3;3,08;D;3,15;D
2018;8579;0;ESCUELA BASICA UNION LATINOAMERICANA;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;24275650;HI1813374321;2;5;DEA;4;3;3;2,45;B;2,77;C
2018;8581;2;ESCUELA BÃSICA F NÂº 64;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;14260085;CA1072619721;2;5;DEA;4;3;4;2,28;B;2,77;C
2018;8581;2;ESCUELA BÃSICA F NÂº 64;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;22922140;CB1052440721;2;3;M;4;3;3;3,05;D;3,13;D
2018;8581;2;ESCUELA BÃSICA F NÂº 64;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;3173951;CB1071449721;2;3;I;4;3;3;2,25;B;2,65;C
2018;8581;2;ESCUELA BÃSICA F NÂº 64;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;10116221;CC1069208121;2;5;DEA;4;3;4;2,7;C;3,02;D
2018;8581;2;ESCUELA BÃSICA F NÂº 64;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;16979455;ON1114997611;1;3;EF;3;3;3;2,32;B;2,59;C
2018;8581;2;ESCUELA BÃSICA F NÂº 64;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;16913515;OP1071110021;2;3;EF;4;3;3;2,66;C;2,9;C
2018;8581;2;ESCUELA BÃSICA F NÂº 64;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;23336635;PQ1842065121;2;1;P;4;4;3;2,14;B;2,78;C
2018;8581;2;ESCUELA BÃSICA F NÂº 64;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;178130;RQ1080022521;2;3;L;4;3;4;2,76;C;3,06;D
2018;8581;2;ESCUELA BÃSICA F NÂº 64;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;5717134;SS7936123221;2;5;DEA;4;3;4;2,4;B;2,84;C
2018;8587;1;LICEO DE ADULTOS ESTACION CENTRAL;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;652289;FF1384736721;2;5;DEA;4;3;2;2,93;C;2,96;D
2018;8587;1;LICEO DE ADULTOS ESTACION CENTRAL;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;8889960;JK1496533621;2;6;EAEBCN;4;2;3;2,65;C;2,69;C
2018;8587;1;LICEO DE ADULTOS ESTACION CENTRAL;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;2;1;0;18986103;UT5792427111;1;6;EAEML;4;3;3;2,6;C;2,86;C
2018;8631;2;COLEGIO ECHAURREN;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;3;2;0;6562717;BA1094633421;2;2;G;-1;-1;-1;1,93;I;-1;-1
2018;8631;2;COLEGIO ECHAURREN;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;3;2;0;15840903;BB1098889521;2;1;P;-1;-1;-1;2,43;B;-1;-1
2018;8631;2;COLEGIO ECHAURREN;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;3;2;0;14468108;BB2001507722;2;2;G;-1;-1;-1;2,25;B;-1;-1
2018;8631;2;COLEGIO ECHAURREN;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;3;2;0;8151284;BC1094423621;2;1;P;-1;-1;-1;2,14;B;-1;-1
2018;8631;2;COLEGIO ECHAURREN;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;3;2;0;4827400;DE1341414721;2;2;G;-1;-1;-1;2,18;B;-1;-1
2018;8631;2;COLEGIO ECHAURREN;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;3;2;0;19953388;PQ1669844021;2;1;P;-1;-1;-1;2,3;B;-1;-1
2018;8631;2;COLEGIO ECHAURREN;13;131;13106;ESTACION CENTRAL;134;SANTIAGO PONIENTE;3;2;0;19174018;TS6845286321;2;2;G;-1;-1;-1;2,1;B;-1;-1
2018;8685;1;ESCUELA BASICA PARTICULAR CLUB HIPICO;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;2915784;BB1023456821;2;2;G;-1;-1;-1;2,91;C;-1;-1
2018;8685;1;ESCUELA BASICA PARTICULAR CLUB HIPICO;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;3842084;CA1015437521;2;1;P;-1;-1;-1;2,18;B;-1;-1
2018;8685;1;ESCUELA BASICA PARTICULAR CLUB HIPICO;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;23510276;CC2033505222;2;2;G;-1;-1;-1;2,5;B;-1;-1
2018;8685;1;ESCUELA BASICA PARTICULAR CLUB HIPICO;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;1467566;GF1099163421;2;2;G;-1;-1;-1;2,3;B;-1;-1
2018;8685;1;ESCUELA BASICA PARTICULAR CLUB HIPICO;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;6830635;KI1713457021;2;2;G;-1;-1;-1;2,15;B;-1;-1
2018;8685;1;ESCUELA BASICA PARTICULAR CLUB HIPICO;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;3444898;KI1901118311;1;2;G;-1;-1;-1;2,05;B;-1;-1
2018;8685;1;ESCUELA BASICA PARTICULAR CLUB HIPICO;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;23485821;LM1646305021;2;2;G;-1;-1;-1;2,41;B;-1;-1
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;870589;AA1109837521;2;5;DEA;4;3;3;2,3;B;2,68;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;16483208;BA1032476221;2;3;M;4;3;4;2,75;C;3,05;D
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;2384491;BA1068204521;2;3;M;4;4;4;2,95;C;3,37;D
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;24319821;BB1033527421;2;6;EAEBCN;4;3;3;2,2;B;2,62;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;17498354;BB1080403321;2;5;DEA;4;4;3;2,57;C;3,04;D
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;13734875;BB1097649821;2;3;I;4;3;4;2,7;C;3,02;D
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;11540078;CA1056115823;2;2;G;4;2;4;2,85;C;2,91;D
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;22104305;CA1065027221;2;2;G;4;3;4;2,7;C;3,02;D
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;21131381;CA1106860421;2;3;ET;4;3;4;2,4;B;2,84;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;24621663;CB1086244611;1;4;RC;4;2;4;2,32;B;2,59;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;20471281;CB1094429221;2;4;H;4;2;4;2,58;C;2,75;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;6146770;DD1092917821;2;5;TEL;4;3;4;2,6;C;2,96;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;7168778;EE1733528811;1;3;CN;4;3;4;2,72;C;3,03;D
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;15060067;FE1858902923;2;5;DEA;4;2;4;2,25;B;2,55;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;2139797;FG1563271821;2;5;DEA;4;3;4;2,49;B;2,89;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;22511516;GE1607289311;1;4;RC;3;2;3;2,15;B;2,29;B
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;24897800;GE1675015721;2;2;G;4;3;4;2,45;B;2,87;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;23344505;GF1157777221;2;5;DEA;4;3;4;2,95;C;3,17;D
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;24597126;IH1052675121;2;7;GASTR;4;2;4;1,05;I;1,83;I
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;17001517;IJ1096569521;2;4;M;4;3;3;2,7;C;2,92;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;11104900;JJ1117577711;1;4;B;4;3;4;2,88;C;3,13;D
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;20144035;MO1929563021;2;3;M;4;3;4;2,73;C;3,04;D
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;9494411;OM1449230821;2;4;I;4;3;3;2,03;B;2,52;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;1522199;PP1525550221;2;4;I;4;3;4;2,65;C;2,99;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;11568264;QP1108105111;1;3;AM;3;3;4;2,3;B;2,68;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;17003359;QR1303041721;2;3;L;4;3;4;2,3;B;2,78;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;154269;RQ1254670611;1;4;M;4;3;3;2,8;C;2,98;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;11212880;RS1737983811;1;4;M;3;2;3;2,8;C;2,68;C
2018;8815;3;COLEGIO SAN FRANCISCO DEL ALBA;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;19478465;ST4125612021;2;3;I;4;3;4;2,58;C;2,95;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;770719;BB1075769821;2;2;G;4;3;3;2,6;C;2,86;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;3809019;BB1088744721;2;2;G;4;3;3;2,53;C;2,82;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;5774786;BC1070044921;2;1;P;4;3;2;1,95;I;2,37;B
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;21065831;CC1003738611;1;4;AM;4;3;3;2,65;C;2,89;D
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;19109192;CC1011679021;2;2;G;4;3;3;2,88;C;3,03;D
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;10790108;CC1043741821;2;4;H;4;3;3;2,3;B;2,68;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;6846317;CC1090948911;1;3;M;2;3;2;2,25;B;2,35;B
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;2347922;FG1120607022;2;3;L;4;3;4;2,55;C;2,93;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;23425099;FG1261322021;2;2;G;4;2;3;2,7;C;2,72;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;6077453;KJ1209195721;2;2;G;4;3;3;2,68;C;2,91;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;10839374;LM1201260221;2;3;L;4;4;4;2,83;C;3,3;D
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;13736587;QS1923156021;2;2;G;4;3;3;2,55;C;2,83;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;6756316;TS3184614221;2;2;G;4;4;3;2,45;B;2,97;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;17159490;TT3961622521;2;3;I;4;3;3;2,73;C;2,94;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;6103129;TU1404913821;2;2;G;4;3;2;2,6;C;2,76;C
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;13867022;TU3300192921;2;4;B;4;4;4;2,71;C;3,23;D
2018;8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;2;1;0;19678068;UU6722196721;2;2;G;4;3;3;2,8;C;2,98;D
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;20481198;BA1053543621;2;3;EF;4;3;4;2,37;B;2,82;C
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;15675677;BA1067585321;2;1;P;4;4;4;2,15;B;2,89;C
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;15596765;BA1107738921;2;1;P;4;4;4;2,33;B;3;C
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;19009593;BB1033067821;2;3;EF;4;3;4;2,05;B;2,63;C
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;6604657;BB1081350725;2;4;L;4;3;4;2,19;B;2,71;C
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;6029738;BC1040720221;2;3;CS;4;3;4;2,9;C;3,14;D
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;1984516;BC1088551421;2;4;L;4;2;4;2,41;B;2,65;C
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;22987387;BC1097559821;2;3;RC;4;3;4;2,35;B;2,81;C
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;1038873;BC1109662023;2;3;M;4;3;4;2,73;C;3,04;D
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;15370429;CB1044659811;1;4;L;4;3;4;2,24;B;2,74;C
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;23068338;CC1092991521;2;4;AV;3;3;4;2,4;B;2,74;C
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;5351983;GF1268150411;1;4;FP;3;3;4;2,38;B;2,73;C
2018;8822;6;LICEO JUAN PABLO II DE LAS CONDES;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;1896509;JJ1201250611;1;3;EF;4;3;4;2,05;B;2,63;C
